Age,Gender,Race,Education,WorkClass,Occupation,MaritalStatus,HoursPerWeek,CapitalGain,CapitalLoss,NativeCountry,IncomeClass
37,Female,White,Some College,Self-Employed,Blue Collar,Single,33,0,0,USA,1
39,Male,White,Some College,Private,Clerical,Divorced,46,0,0,USA,0
31,Female,Black,No HS,Self-Employed,Clerical,Married,19,0,0,Germany,0
33,Male,White,No HS,Private,Management,Married,41,0,0,USA,1
50,Male,Other,Some College,Private,Sales,Married,16,0,1612,USA,1
45,Male,Black,Some College,Private,Blue Collar,Married,56,4677,863,Other,1
49,Female,Black,Associate,Private,Blue Collar,Married,54,7595,3427,USA,1
44,Female,White,Some College,Private,Management,Single,54,0,0,USA,1
29,Male,Black,Some College,Private,Clerical,Divorced,26,44,0,China,1
45,Male,White,Some College,Private,Management,Single,22,0,0,India,1
28,Female,Black,Some College,Private,Education,Married,57,0,0,USA,0
36,Other,White,Some College,Private,Sales,Widowed,24,0,0,USA,1
27,Male,White,Some College,Private,Healthcare,Married,31,0,0,USA,1
32,Male,White,Associate,Self-Employed,Healthcare,Single,26,0,0,USA,1
41,Male,Hispanic,HS Grad,Private,Education,Widowed,39,0,0,USA,1
34,Female,White,HS Grad,Private,Healthcare,Widowed,27,0,2220,USA,1
29,Other,White,Bachelor's,Unemployed,Healthcare,Married,0,6336,0,USA,0
53,Female,Black,Associate,Government,Education,Married,57,0,0,UK,1
38,Male,Hispanic,Some College,Private,Tech,Married,45,0,0,USA,1
33,Male,White,Some College,Private,Tech,Married,47,0,0,Other,1
27,Other,Black,Associate,Private,Education,Single,43,0,0,Other,1
18,Male,Black,No HS,Private,Clerical,Single,46,597,0,Mexico,1
37,Male,White,Master's,Government,Blue Collar,Married,18,0,0,USA,1
23,Male,White,Associate,Private,Clerical,Single,33,0,4,USA,1
48,Female,White,Some College,Private,Management,Single,41,0,0,Canada,0
40,Female,White,Master's,Self-Employed,Sales,Widowed,51,0,0,USA,1
58,Female,Other,No HS,Private,Blue Collar,Single,28,1230,0,USA,0
42,Male,Hispanic,Bachelor's,Private,Healthcare,Married,28,0,0,USA,1
31,Female,White,Some College,Private,Sales,Single,40,0,1883,UK,0
18,Male,White,Associate,Private,Tech,Single,35,0,0,USA,1
49,Male,Hispanic,Some College,Private,Clerical,Married,45,0,0,USA,1
24,Female,White,HS Grad,Self-Employed,Clerical,Married,41,0,0,USA,0
35,Male,White,HS Grad,Self-Employed,Blue Collar,Single,47,0,0,USA,0
60,Male,Hispanic,Some College,Private,Clerical,Married,32,0,0,UK,0
47,Male,White,Master's,Private,Tech,Single,43,0,0,USA,1
44,Male,White,No HS,Private,Healthcare,Divorced,39,0,0,USA,0
51,Male,Hispanic,HS Grad,Private,Blue Collar,Married,19,0,2931,UK,0
50,Female,Black,HS Grad,Government,Sales,Single,22,0,0,USA,1
58,Female,White,Associate,Private,Clerical,Single,41,0,0,USA,1
32,Female,White,Some College,Private,Healthcare,Single,24,0,0,USA,1
35,Male,White,HS Grad,Government,Education,Single,27,5994,0,Germany,1
28,Female,Asian,HS Grad,Private,Healthcare,Single,31,3163,0,Other,0
39,Male,White,Associate,Government,Clerical,Divorced,27,0,2669,USA,1
38,Other,Black,Some College,Private,Clerical,Single,42,0,0,USA,1
18,Female,Asian,Bachelor's,Private,Healthcare,Married,31,0,2460,USA,1
32,Male,White,Some College,Private,Clerical,Divorced,34,13189,0,USA,1
57,Male,Asian,Associate,Private,Tech,Single,50,0,0,China,1
42,Female,White,Bachelor's,Private,Healthcare,Married,14,3812,0,USA,1
48,Female,Black,Master's,Private,Sales,Single,37,0,0,USA,1
38,Female,Black,Bachelor's,Private,Sales,Single,37,0,0,USA,1
18,Male,Hispanic,Bachelor's,Government,Management,Single,50,0,2612,Canada,1
38,Male,Asian,Some College,Private,Tech,Married,28,0,0,USA,1
52,Female,White,PhD,Private,Blue Collar,Single,45,0,550,USA,1
25,Male,White,HS Grad,Self-Employed,Tech,Married,39,0,0,USA,0
48,Other,White,Associate,Unemployed,Healthcare,Divorced,0,0,0,USA,0
19,Male,Asian,HS Grad,Private,Tech,Married,32,2690,590,Canada,1
40,Female,Asian,Associate,Private,Tech,Married,45,0,0,USA,1
46,Male,White,Associate,Private,Clerical,Single,38,0,0,USA,1
36,Female,White,No HS,Private,Tech,Single,42,0,843,USA,0
69,Female,Black,HS Grad,Private,Healthcare,Single,30,21720,0,USA,0
34,Male,White,Associate,Private,Clerical,Married,32,0,0,USA,1
33,Other,White,Associate,Private,Tech,Married,53,0,588,USA,1
42,Female,Black,Associate,Private,Tech,Single,25,0,0,India,0
30,Male,Black,HS Grad,Government,Blue Collar,Married,32,0,0,USA,0
22,Female,White,Some College,Government,Education,Single,47,0,0,China,1
26,Male,Asian,Master's,Private,Management,Married,43,2690,0,USA,1
49,Female,White,Master's,Private,Healthcare,Single,28,0,0,USA,1
36,Male,Black,HS Grad,Government,Education,Single,33,0,0,USA,0
60,Other,Black,Bachelor's,Private,Healthcare,Divorced,39,0,0,USA,1
34,Female,Hispanic,Some College,Private,Clerical,Married,38,4913,0,USA,1
48,Male,White,Bachelor's,Government,Healthcare,Single,34,0,0,USA,1
46,Female,Asian,HS Grad,Private,Sales,Married,40,0,0,India,0
34,Female,Hispanic,Associate,Government,Education,Single,40,0,0,Germany,1
29,Male,White,No HS,Private,Healthcare,Married,43,0,0,USA,0
19,Female,White,Associate,Private,Sales,Single,18,0,0,India,0
46,Male,White,Associate,Self-Employed,Tech,Married,36,0,0,USA,0
54,Male,Other,Associate,Private,Management,Married,49,0,0,USA,1
20,Male,White,No HS,Self-Employed,Blue Collar,Single,44,4919,0,USA,0
35,Female,Black,Some College,Private,Tech,Single,34,0,3324,Mexico,1
31,Male,White,Associate,Self-Employed,Tech,Married,36,0,0,USA,1
46,Female,White,Bachelor's,Private,Clerical,Married,49,0,0,USA,1
36,Male,White,Some College,Private,Education,Married,41,0,0,USA,0
55,Female,White,HS Grad,Private,Healthcare,Single,36,0,0,Other,1
35,Male,Hispanic,Some College,Unemployed,Tech,Married,0,0,0,USA,0
25,Female,Hispanic,Associate,Private,Blue Collar,Married,46,0,0,USA,1
34,Female,Black,Master's,Private,Management,Married,52,0,615,Canada,1
35,Male,White,Associate,Private,Sales,Married,51,0,355,India,1
46,Female,White,Bachelor's,Private,Tech,Married,28,0,270,Germany,1
35,Male,White,HS Grad,Self-Employed,Blue Collar,Married,24,0,0,Mexico,0
45,Male,Black,Bachelor's,Private,Sales,Married,25,0,0,USA,0
30,Male,Hispanic,Associate,Private,Blue Collar,Single,29,0,0,China,1
36,Female,White,Some College,Private,Healthcare,Single,50,0,0,USA,0
30,Female,White,HS Grad,Self-Employed,Blue Collar,Single,29,0,0,USA,1
29,Male,Other,HS Grad,Private,Healthcare,Single,43,0,3300,USA,0
55,Female,White,Some College,Private,Management,Single,46,452,0,USA,1
31,Female,White,Bachelor's,Private,Management,Single,60,0,875,USA,1
35,Male,White,HS Grad,Self-Employed,Sales,Married,40,2972,0,USA,1
52,Female,White,HS Grad,Government,Clerical,Single,40,0,0,USA,1
49,Male,Black,Master's,Government,Sales,Single,13,0,434,China,1
59,Male,Hispanic,No HS,Private,Tech,Married,49,0,680,India,0
45,Male,Black,Some College,Private,Tech,Married,44,0,0,USA,0
32,Female,White,Some College,Government,Healthcare,Married,39,0,0,Mexico,1
64,Male,Asian,Associate,Self-Employed,Education,Single,39,0,0,USA,1
46,Female,White,HS Grad,Private,Management,Married,44,0,0,Germany,1
38,Male,Other,Some College,Self-Employed,Clerical,Married,40,0,0,USA,0
40,Male,Asian,HS Grad,Private,Clerical,Single,35,0,0,USA,0
42,Male,White,HS Grad,Unemployed,Management,Single,0,0,0,Canada,0
37,Male,Asian,No HS,Government,Management,Divorced,37,0,0,USA,0
23,Female,Other,Some College,Government,Education,Married,34,0,0,USA,1
59,Female,Black,HS Grad,Private,Clerical,Divorced,32,0,0,USA,1
39,Male,Asian,No HS,Private,Blue Collar,Divorced,45,0,0,Mexico,0
42,Female,Asian,Some College,Private,Blue Collar,Single,37,0,10,China,1
64,Female,White,No HS,Private,Blue Collar,Single,19,0,0,Other,0
31,Male,White,Associate,Private,Sales,Single,60,0,0,USA,1
47,Female,Black,HS Grad,Self-Employed,Management,Married,21,0,0,USA,1
30,Female,Black,Associate,Private,Management,Single,60,0,564,USA,1
43,Male,White,Bachelor's,Private,Sales,Married,39,0,0,USA,1
42,Female,White,Associate,Government,Education,Married,29,873,0,China,1
49,Female,White,Bachelor's,Private,Sales,Married,32,0,0,India,1
54,Female,White,Associate,Private,Tech,Married,22,0,0,USA,1
33,Male,White,Some College,Private,Blue Collar,Widowed,26,0,30,USA,1
57,Female,White,Some College,Self-Employed,Healthcare,Married,24,0,0,USA,1
57,Male,Hispanic,Some College,Private,Education,Married,45,0,0,USA,1
37,Male,Hispanic,HS Grad,Private,Management,Single,45,986,0,USA,0
39,Female,Asian,Some College,Private,Management,Divorced,37,0,0,USA,1
34,Female,Hispanic,HS Grad,Self-Employed,Clerical,Divorced,44,0,0,USA,0
36,Male,Hispanic,Bachelor's,Self-Employed,Clerical,Single,36,0,0,USA,1
25,Female,White,Associate,Self-Employed,Tech,Married,48,0,0,USA,1
49,Male,Black,Some College,Self-Employed,Management,Married,47,0,0,USA,1
18,Male,Black,Some College,Private,Sales,Divorced,53,0,0,China,1
31,Male,Black,Associate,Government,Blue Collar,Single,60,7557,0,Other,1
39,Female,White,No HS,Private,Sales,Divorced,43,0,0,USA,0
55,Male,Hispanic,No HS,Private,Healthcare,Married,49,624,404,USA,0
33,Female,White,Associate,Private,Clerical,Single,52,586,0,USA,1
45,Female,Hispanic,Some College,Unemployed,Education,Single,0,0,12,USA,0
39,Male,Asian,Associate,Private,Healthcare,Divorced,39,16314,0,USA,1
51,Male,White,HS Grad,Private,Healthcare,Single,34,0,0,India,0
44,Female,Black,HS Grad,Private,Sales,Married,27,0,0,USA,1
49,Male,Hispanic,Some College,Private,Tech,Married,22,0,71,Other,1
33,Female,Asian,Some College,Government,Education,Single,33,0,0,Canada,1
27,Male,Hispanic,Bachelor's,Government,Tech,Married,29,0,0,USA,1
44,Male,Black,HS Grad,Self-Employed,Blue Collar,Single,45,0,0,India,1
34,Male,Hispanic,Master's,Private,Blue Collar,Married,53,0,0,USA,1
40,Male,White,No HS,Private,Healthcare,Married,46,824,0,Canada,0
43,Female,White,Some College,Private,Clerical,Single,45,0,0,USA,1
54,Male,White,Associate,Private,Blue Collar,Single,50,523,0,USA,0
49,Male,White,Associate,Unemployed,Education,Single,0,0,0,China,0
31,Male,Hispanic,Some College,Self-Employed,Sales,Married,45,906,0,USA,0
26,Male,White,No HS,Private,Blue Collar,Single,30,0,0,USA,1
60,Female,White,Bachelor's,Private,Education,Single,37,0,0,USA,1
21,Female,Black,Associate,Private,Healthcare,Single,39,4651,0,USA,1
34,Female,Black,Bachelor's,Private,Blue Collar,Married,48,0,0,USA,1
47,Male,White,Some College,Private,Blue Collar,Single,53,0,0,India,0
59,Male,Black,HS Grad,Private,Management,Married,33,0,0,USA,1
37,Female,Hispanic,Associate,Private,Sales,Single,60,0,0,China,0
40,Female,White,Bachelor's,Unemployed,Healthcare,Single,0,0,0,USA,0
29,Female,Other,Bachelor's,Private,Tech,Divorced,30,0,0,Canada,1
41,Male,White,Associate,Private,Healthcare,Single,44,0,860,USA,1
26,Male,Black,HS Grad,Government,Tech,Divorced,38,0,0,USA,0
30,Male,Hispanic,HS Grad,Private,Blue Collar,Married,18,0,1141,USA,0
49,Female,White,Some College,Unemployed,Blue Collar,Married,0,0,253,China,0
34,Female,White,Some College,Private,Sales,Married,41,0,3421,UK,1
51,Male,White,Some College,Private,Tech,Divorced,41,0,0,USA,1
38,Female,Black,Bachelor's,Self-Employed,Clerical,Single,38,0,0,USA,1
23,Male,White,HS Grad,Unemployed,Blue Collar,Married,0,0,0,USA,0
54,Male,White,Bachelor's,Private,Blue Collar,Married,40,0,0,UK,0
24,Female,Black,No HS,Private,Management,Single,15,0,1654,USA,0
32,Male,Asian,Some College,Private,Management,Married,42,0,0,USA,1
37,Female,White,HS Grad,Private,Sales,Married,34,0,0,USA,0
52,Female,White,Some College,Self-Employed,Education,Widowed,40,0,184,China,1
33,Female,White,Some College,Private,Education,Divorced,41,0,0,USA,1
28,Male,Asian,Some College,Private,Clerical,Single,45,0,0,USA,1
41,Male,White,HS Grad,Private,Clerical,Single,32,0,0,Mexico,1
37,Female,White,Some College,Private,Clerical,Married,52,0,0,Canada,0
34,Female,White,Associate,Private,Education,Married,36,0,0,Mexico,0
42,Male,White,Some College,Private,Education,Divorced,53,0,0,China,1
25,Male,Asian,Master's,Private,Healthcare,Married,34,0,0,UK,1
19,Female,White,No HS,Unemployed,Healthcare,Married,0,0,0,China,0
65,Female,Black,PhD,Private,Sales,Single,38,0,0,Canada,1
41,Female,Hispanic,Bachelor's,Private,Healthcare,Married,32,0,0,USA,1
42,Female,White,Some College,Private,Sales,Single,18,0,0,USA,0
30,Male,White,HS Grad,Private,Healthcare,Married,17,0,12,USA,1
50,Female,White,Associate,Government,Sales,Married,39,11933,0,USA,1
33,Female,Other,Bachelor's,Unemployed,Education,Single,0,0,2010,Canada,0
18,Female,White,HS Grad,Private,Tech,Divorced,60,0,0,USA,0
33,Female,Asian,No HS,Private,Blue Collar,Married,50,0,0,USA,1
36,Other,White,Some College,Government,Tech,Married,30,0,1501,USA,1
37,Male,Black,Some College,Private,Blue Collar,Married,39,4990,0,USA,1
37,Male,White,HS Grad,Private,Management,Married,37,0,1037,Canada,0
32,Male,Asian,Associate,Government,Blue Collar,Married,36,0,0,Mexico,1
31,Male,White,HS Grad,Private,Blue Collar,Single,39,2145,47,China,0
36,Male,White,Associate,Government,Education,Married,58,0,0,China,1
20,Male,White,No HS,Private,Blue Collar,Married,32,0,1093,Canada,0
18,Male,White,Master's,Self-Employed,Clerical,Single,29,0,97,India,1
41,Female,White,Some College,Private,Healthcare,Married,27,0,0,USA,0
41,Male,White,Master's,Self-Employed,Tech,Divorced,40,0,712,India,0
50,Female,White,Bachelor's,Government,Education,Married,41,0,0,India,1
36,Female,White,Bachelor's,Government,Education,Single,49,0,0,China,1
25,Female,Hispanic,HS Grad,Private,Tech,Single,44,0,0,USA,1
18,Other,Hispanic,Associate,Unemployed,Tech,Single,0,0,435,Canada,0
29,Female,White,Some College,Government,Blue Collar,Married,44,0,0,USA,1
45,Female,White,Some College,Private,Tech,Married,31,0,522,USA,1
57,Female,White,HS Grad,Private,Blue Collar,Married,60,0,0,China,0
40,Female,White,HS Grad,Private,Management,Married,46,0,106,USA,1
25,Female,White,Some College,Private,Clerical,Married,34,7743,0,USA,1
29,Female,White,Some College,Self-Employed,Tech,Single,44,3338,1316,USA,1
29,Male,Asian,Some College,Private,Blue Collar,Single,50,0,0,Other,1
35,Female,White,Associate,Private,Healthcare,Single,57,0,0,USA,1
53,Female,White,Bachelor's,Private,Clerical,Single,32,10842,0,Canada,1
54,Male,Asian,HS Grad,Private,Clerical,Married,49,0,0,USA,1
37,Female,Hispanic,No HS,Private,Sales,Married,39,0,0,UK,1
42,Female,White,PhD,Private,Clerical,Divorced,41,0,1171,USA,1
30,Male,Asian,Bachelor's,Private,Management,Single,37,0,0,USA,1
19,Female,Black,HS Grad,Government,Education,Divorced,35,0,1279,USA,1
61,Male,White,HS Grad,Private,Education,Married,50,0,756,USA,0
18,Female,Black,Master's,Private,Clerical,Married,45,0,0,USA,1
18,Male,White,HS Grad,Private,Education,Married,46,0,0,USA,1
61,Female,White,HS Grad,Private,Sales,Widowed,60,0,0,USA,0
40,Female,White,HS Grad,Self-Employed,Education,Single,33,0,0,USA,1
26,Male,White,HS Grad,Private,Sales,Married,51,0,0,USA,0
48,Female,White,Bachelor's,Private,Tech,Single,46,0,0,China,1
49,Male,White,Some College,Unemployed,Tech,Widowed,0,0,0,USA,0
24,Female,Hispanic,No HS,Private,Management,Married,45,0,0,Mexico,0
33,Female,White,Master's,Private,Healthcare,Single,41,0,1207,USA,0
50,Other,Hispanic,Some College,Private,Education,Married,33,0,0,USA,1
30,Male,White,Some College,Unemployed,Sales,Married,0,0,0,USA,0
43,Female,White,Bachelor's,Private,Healthcare,Divorced,51,738,0,USA,1
57,Male,White,Some College,Private,Management,Married,42,0,0,USA,1
18,Male,White,Bachelor's,Self-Employed,Sales,Married,57,0,0,USA,1
35,Female,White,Associate,Private,Clerical,Single,27,0,0,USA,1
43,Male,Hispanic,Associate,Private,Education,Married,56,7034,0,USA,1
18,Female,Other,Some College,Government,Tech,Widowed,31,0,575,Mexico,0
33,Female,White,PhD,Private,Blue Collar,Married,49,1400,0,UK,1
52,Male,White,Associate,Private,Tech,Single,42,0,0,Mexico,0
31,Female,White,Some College,Private,Tech,Married,42,0,0,USA,1
22,Male,Hispanic,HS Grad,Private,Tech,Married,23,0,1053,USA,0
53,Male,White,Some College,Private,Management,Single,52,0,0,USA,0
45,Male,White,Associate,Government,Blue Collar,Single,24,0,0,India,1
39,Male,Asian,Some College,Private,Healthcare,Married,44,0,0,USA,0
38,Female,White,No HS,Private,Healthcare,Married,51,0,0,USA,0
52,Male,White,Bachelor's,Private,Education,Married,46,0,707,USA,1
43,Female,White,Associate,Private,Management,Married,38,0,358,USA,1
47,Male,Hispanic,Associate,Private,Clerical,Single,35,0,0,UK,0
31,Female,Black,HS Grad,Private,Management,Married,22,0,0,USA,0
18,Male,White,HS Grad,Private,Education,Single,42,0,0,USA,0
47,Female,White,Some College,Private,Blue Collar,Divorced,41,0,0,UK,0
53,Male,Asian,HS Grad,Private,Blue Collar,Married,32,0,0,USA,1
37,Other,Black,Bachelor's,Government,Clerical,Divorced,42,0,0,USA,1
50,Female,Asian,Some College,Private,Clerical,Married,45,0,705,USA,1
35,Male,Black,HS Grad,Private,Tech,Married,49,0,0,USA,1
38,Female,White,HS Grad,Private,Sales,Married,35,0,31,USA,0
61,Male,Asian,Bachelor's,Private,Sales,Single,31,0,0,USA,1
36,Female,Asian,Associate,Government,Blue Collar,Married,49,0,0,USA,1
35,Female,Other,Some College,Private,Sales,Single,54,0,0,USA,1
18,Male,Black,Associate,Government,Blue Collar,Married,50,2888,0,China,1
48,Female,Hispanic,Bachelor's,Private,Sales,Divorced,36,0,0,USA,1
31,Male,White,HS Grad,Government,Healthcare,Single,43,0,0,USA,1
41,Female,White,Bachelor's,Private,Healthcare,Married,42,0,302,USA,1
36,Female,Black,Master's,Government,Tech,Single,46,1046,0,China,1
34,Female,Black,No HS,Self-Employed,Management,Single,24,0,0,USA,0
38,Male,Asian,Some College,Private,Clerical,Divorced,30,0,0,Germany,0
39,Male,Other,HS Grad,Private,Clerical,Single,40,0,0,USA,1
54,Female,White,Some College,Self-Employed,Healthcare,Married,39,0,0,India,1
58,Female,White,HS Grad,Private,Management,Single,39,0,0,USA,0
47,Male,White,Some College,Private,Blue Collar,Divorced,53,7212,413,USA,1
55,Female,White,HS Grad,Private,Clerical,Married,33,0,0,USA,1
50,Female,White,No HS,Private,Healthcare,Married,38,0,0,UK,1
45,Male,White,No HS,Private,Education,Married,46,0,0,China,0
57,Female,Black,Some College,Government,Tech,Married,37,0,0,USA,1
24,Female,Black,Some College,Government,Sales,Married,49,0,0,USA,1
31,Male,White,No HS,Private,Blue Collar,Married,18,0,0,USA,1
30,Male,White,Associate,Self-Employed,Tech,Married,40,0,2022,USA,1
36,Male,White,No HS,Private,Clerical,Married,51,0,0,Germany,1
48,Male,White,Some College,Private,Clerical,Single,39,0,84,USA,1
26,Male,White,Some College,Private,Healthcare,Widowed,23,0,0,USA,0
46,Male,White,Bachelor's,Private,Healthcare,Married,42,744,0,Mexico,1
32,Female,Hispanic,Some College,Private,Tech,Married,29,0,1098,USA,0
35,Male,Asian,Bachelor's,Self-Employed,Management,Single,32,0,0,USA,1
42,Female,Hispanic,PhD,Government,Management,Married,47,7082,0,Canada,1
60,Female,Hispanic,HS Grad,Private,Education,Married,46,0,0,Canada,0
31,Female,White,No HS,Private,Education,Married,37,202,0,USA,0
39,Female,White,Bachelor's,Self-Employed,Management,Divorced,53,0,0,USA,1
27,Other,Hispanic,Associate,Self-Employed,Blue Collar,Married,56,0,3450,Canada,0
31,Male,White,Associate,Government,Sales,Single,36,0,1926,USA,1
26,Female,Hispanic,Some College,Private,Tech,Married,23,3089,0,USA,0
42,Male,White,HS Grad,Private,Education,Married,39,0,0,India,1
45,Female,Asian,Associate,Self-Employed,Sales,Married,57,0,294,USA,1
48,Male,White,Some College,Private,Healthcare,Divorced,46,0,0,India,1
30,Female,Black,Some College,Private,Tech,Married,40,0,0,USA,1
46,Female,White,Associate,Government,Clerical,Single,43,0,0,USA,1
41,Male,Hispanic,PhD,Private,Clerical,Divorced,43,0,0,Other,1
39,Female,White,Associate,Private,Healthcare,Married,24,431,0,USA,0
25,Male,Black,Master's,Unemployed,Healthcare,Married,0,0,0,India,1
41,Female,White,Some College,Government,Sales,Married,44,0,0,USA,1
42,Male,White,Bachelor's,Private,Clerical,Single,46,0,0,Germany,0
41,Male,Black,Associate,Private,Education,Widowed,38,4208,0,USA,1
44,Female,White,Some College,Unemployed,Sales,Single,0,0,0,USA,0
48,Male,White,Some College,Private,Management,Single,50,0,0,USA,0
26,Male,White,HS Grad,Private,Sales,Married,22,0,0,USA,0
37,Female,White,No HS,Private,Blue Collar,Married,31,0,0,USA,0
46,Male,White,Some College,Government,Clerical,Married,31,0,0,USA,1
36,Female,Asian,PhD,Private,Sales,Married,31,0,0,USA,1
51,Male,Black,Bachelor's,Private,Education,Single,48,0,0,USA,1
41,Female,Other,No HS,Private,Healthcare,Divorced,46,0,0,India,1
18,Male,White,Master's,Unemployed,Blue Collar,Married,0,0,0,USA,0
50,Female,White,Some College,Private,Clerical,Single,40,0,0,USA,1
38,Male,Black,HS Grad,Private,Blue Collar,Single,30,0,0,UK,1
18,Male,White,Master's,Private,Healthcare,Single,31,0,0,USA,1
36,Female,White,Master's,Private,Education,Married,43,0,0,USA,1
24,Female,White,Bachelor's,Private,Education,Married,36,5119,652,USA,1
49,Male,Black,Associate,Government,Education,Single,43,0,2346,USA,0
39,Male,Asian,HS Grad,Private,Education,Single,59,0,1164,USA,0
28,Male,White,HS Grad,Private,Tech,Single,51,0,0,USA,1
49,Female,White,Master's,Self-Employed,Healthcare,Single,54,0,0,USA,1
45,Male,White,HS Grad,Private,Education,Widowed,50,0,0,USA,0
37,Female,White,Some College,Private,Clerical,Married,25,0,1632,USA,1
25,Female,White,Bachelor's,Private,Education,Widowed,33,0,0,USA,0
29,Male,White,Bachelor's,Private,Healthcare,Married,37,0,0,USA,1
29,Female,Hispanic,Some College,Self-Employed,Blue Collar,Divorced,37,0,0,Canada,0
48,Female,Black,Some College,Private,Blue Collar,Married,58,1361,0,USA,0
19,Male,Black,Some College,Private,Management,Divorced,44,0,89,USA,1
39,Male,White,Some College,Private,Tech,Married,40,0,1061,Germany,1
36,Female,White,Bachelor's,Private,Tech,Single,35,0,0,UK,1
52,Female,White,No HS,Self-Employed,Tech,Single,24,16796,612,USA,0
42,Male,White,Bachelor's,Private,Blue Collar,Married,42,0,0,USA,1
46,Female,Asian,HS Grad,Private,Education,Married,58,0,48,USA,0
33,Female,Hispanic,HS Grad,Private,Management,Married,46,0,0,India,0
25,Female,Black,HS Grad,Private,Blue Collar,Single,38,2304,291,USA,0
36,Female,White,HS Grad,Self-Employed,Education,Single,45,0,0,Canada,0
49,Male,White,Bachelor's,Private,Healthcare,Divorced,39,9150,0,Mexico,1
49,Female,White,Some College,Government,Blue Collar,Married,19,0,0,USA,1
34,Male,White,HS Grad,Government,Clerical,Married,32,0,0,Canada,1
29,Male,Hispanic,HS Grad,Private,Tech,Single,37,0,0,USA,0
27,Male,White,Bachelor's,Private,Healthcare,Single,59,0,0,USA,1
38,Female,Other,Some College,Private,Healthcare,Married,28,3763,2298,Other,0
41,Male,White,HS Grad,Government,Sales,Married,26,0,0,USA,0
57,Male,White,Some College,Government,Blue Collar,Married,28,0,329,USA,1
41,Female,White,Some College,Private,Clerical,Single,29,6271,0,USA,1
47,Female,White,Some College,Private,Blue Collar,Married,53,0,0,Other,0
30,Male,Hispanic,HS Grad,Private,Healthcare,Single,46,0,0,Canada,1
40,Female,White,Some College,Government,Healthcare,Married,39,0,413,India,0
41,Male,White,Associate,Private,Education,Single,27,0,0,USA,1
38,Male,Hispanic,Master's,Private,Management,Single,44,0,0,USA,1
39,Male,White,No HS,Private,Clerical,Married,24,0,0,UK,0
41,Male,White,Associate,Unemployed,Tech,Married,0,0,0,USA,0
45,Female,Black,No HS,Private,Tech,Single,43,0,0,USA,0
54,Male,White,HS Grad,Private,Blue Collar,Divorced,32,0,0,USA,0
18,Female,Asian,Some College,Unemployed,Healthcare,Widowed,0,9240,0,USA,0
53,Female,White,Bachelor's,Private,Blue Collar,Married,50,0,0,India,1
19,Female,Black,Some College,Private,Blue Collar,Married,51,0,0,USA,0
43,Other,White,Bachelor's,Private,Healthcare,Married,35,0,0,USA,1
68,Male,Black,Associate,Private,Education,Single,22,0,0,USA,0
39,Male,Other,HS Grad,Private,Healthcare,Married,33,0,0,USA,1
42,Female,White,Associate,Government,Sales,Single,35,0,0,USA,1
36,Male,Black,Some College,Private,Education,Married,44,0,0,USA,1
48,Female,Black,Bachelor's,Unemployed,Tech,Single,0,7151,0,USA,0
44,Male,Asian,HS Grad,Government,Healthcare,Married,34,3224,0,USA,1
31,Other,Other,HS Grad,Private,Healthcare,Single,35,2877,0,India,1
38,Female,White,Associate,Government,Healthcare,Single,45,13147,0,USA,1
26,Other,White,Associate,Unemployed,Sales,Single,0,11864,265,USA,0
38,Female,Asian,Some College,Unemployed,Healthcare,Married,0,0,0,USA,0
34,Female,Black,HS Grad,Private,Blue Collar,Married,38,0,1976,USA,0
41,Female,Asian,HS Grad,Private,Sales,Single,40,0,0,USA,0
31,Female,White,Master's,Private,Blue Collar,Single,34,0,0,USA,1
37,Female,Other,Some College,Private,Healthcare,Married,30,0,0,Canada,0
40,Female,White,Some College,Private,Clerical,Married,42,0,0,USA,0
40,Male,Asian,Bachelor's,Government,Clerical,Divorced,40,8273,0,Other,1
43,Female,White,No HS,Private,Healthcare,Married,53,0,0,USA,0
37,Male,White,Associate,Private,Healthcare,Single,33,1419,0,USA,1
30,Male,White,HS Grad,Private,Sales,Divorced,18,0,0,USA,1
40,Female,Black,HS Grad,Private,Blue Collar,Married,37,0,0,USA,1
37,Male,Other,Associate,Private,Clerical,Single,47,560,0,USA,1
52,Female,Hispanic,HS Grad,Private,Clerical,Married,40,0,0,USA,1
53,Other,White,Bachelor's,Private,Sales,Single,31,3375,0,USA,1
23,Female,White,Some College,Private,Sales,Married,34,0,0,USA,1
47,Female,White,Some College,Unemployed,Tech,Married,0,0,0,USA,0
49,Male,White,Bachelor's,Private,Sales,Widowed,30,0,0,USA,0
23,Female,White,Associate,Private,Management,Married,47,0,888,USA,0
46,Male,White,Some College,Private,Tech,Single,24,0,0,USA,0
50,Female,Asian,Some College,Private,Tech,Married,60,0,0,USA,1
28,Male,White,HS Grad,Private,Management,Single,36,0,0,USA,0
37,Female,White,HS Grad,Private,Blue Collar,Married,44,0,0,USA,1
42,Female,White,Some College,Private,Healthcare,Single,37,0,0,China,1
46,Male,White,HS Grad,Government,Healthcare,Single,32,0,1479,USA,1
28,Male,White,Some College,Private,Sales,Single,46,0,0,Canada,1
53,Female,White,Some College,Private,Education,Married,42,0,0,USA,1
18,Male,Black,No HS,Private,Management,Widowed,27,0,3541,USA,0
55,Female,White,HS Grad,Private,Clerical,Married,41,0,0,USA,0
46,Female,Black,Associate,Private,Education,Widowed,53,0,0,Mexico,1
32,Male,White,HS Grad,Unemployed,Sales,Single,0,5954,0,USA,0
